filename,start,end,label
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0B.wav,89.494720,89.657509,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0B.wav,95.408044,95.541485,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0B.wav,101.500314,101.619820,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0B.wav,109.643610,109.763669,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0E.wav,85.369079,85.480534,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0E.wav,92.661800,92.719197,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0E.wav,101.240994,101.293888,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0E.wav,114.158909,114.216399,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0E.wav,124.504559,124.588595,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0H.wav,77.609123,77.723207,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0H.wav,86.675097,86.809206,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0H.wav,94.700385,94.846845,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//0H.wav,111.803351,111.954553,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//10G.wav,87.714389,87.792627,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//24.wav,245.011341,245.107966,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,301.351953,301.532210,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,310.152653,310.293350,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,321.476298,321.607653,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,331.822116,331.922105,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,342.571866,342.691444,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,352.394795,352.512985,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,363.303441,363.413248,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,373.820175,373.939755,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//73.wav,392.209897,392.304076,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,41.824192,41.926926,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,42.507779,42.588131,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,42.713269,42.796131,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,42.964039,43.041335,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,43.206816,43.284848,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,43.423515,43.497922,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,43.673792,43.765109,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,43.918996,44.001858,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,44.166684,44.216537,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,44.418453,44.478368,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,44.649991,44.707684,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,44.933231,44.984917,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,45.205231,45.263861,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,45.481727,45.530825,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,45.713264,45.780677,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,46.115247,46.162300,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,46.451512,46.499429,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,52.503872,52.599141,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,52.935629,53.007426,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,53.316390,53.380715,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,53.669954,53.744283,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,53.938527,54.012585,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,54.179903,54.251723,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,54.428078,54.469813,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,54.672853,54.713407,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,54.917628,54.962760,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,55.247270,55.320647,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,55.515736,55.576390,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,55.644786,55.700278,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,55.814487,55.893591,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,56.321954,56.393019,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,56.798352,56.866785,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,58.374917,58.455970,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,59.895651,59.988975,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,75.119368,75.215102,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,79.587548,79.656805,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,79.865898,79.931366,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,80.142996,80.209479,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,80.465876,80.558731,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,80.798609,80.885134,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,81.107740,81.193950,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,81.423980,81.508394,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,81.713979,81.786676,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,82.007674,82.092002,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,82.326813,82.418411,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,82.724622,82.813881,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,83.789023,83.876808,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,101.592375,101.720084,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,119.277969,119.384200,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,125.106120,125.214988,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,127.057525,127.152014,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,139.182766,139.268320,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//7G.wav,140.482367,140.546193,h
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,66.165935,66.303744,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,72.640997,72.757312,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,78.611521,78.713802,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,84.613331,84.695155,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,90.811981,90.906187,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,97.148407,97.229840,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,105.168918,105.257007,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,112.690690,112.799920,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,120.470726,120.557933,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,128.586462,128.665488,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,136.943705,137.027438,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,146.235580,146.315447,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,155.996087,156.070205,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,168.736229,168.844454,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,176.197719,176.269071,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,191.214661,191.291004,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//A6.wav,199.821362,199.906318,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,100.490410,100.595261,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,105.169141,105.296042,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,109.272493,109.388326,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,113.273750,113.394150,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,117.382515,117.489727,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,122.275729,122.375616,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,126.926939,127.024331,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,142.745320,142.843145,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,148.067730,148.160120,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,153.010136,153.100993,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,158.827507,158.926073,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,165.858729,165.963347,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,170.974501,171.068373,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,183.270742,183.389441,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,192.088490,192.192243,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,201.304308,201.400280,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,214.182054,214.280065,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,225.968758,226.072450,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,236.622453,236.732506,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//DB.wav,272.436223,272.536271,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//E10.wav,49.621126,49.822567,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//E10.wav,53.486699,53.667478,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//E10.wav,56.723604,56.851422,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//E10.wav,59.853983,60.021222,p
/home/juan/projects/mcr_corpus/outputs/Blue_monkey/Murphy/wav//E10.wav,63.516292,63.660017,p
