filename,start,end,label
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,1.455688,1.524377,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,2.693750,2.758959,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,4.587313,4.643859,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,5.701688,5.741250,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,9.737211,9.796099,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,11.204628,11.271976,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,11.425876,11.488168,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,12.856775,12.922732,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,14.710951,14.784263,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,16.048411,16.117761,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,20.326812,20.410804,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,21.205212,21.253992,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,21.383043,21.427501,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,21.844909,21.884427,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,22.002981,22.049291,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,22.348069,22.377261,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,23.177685,23.216294,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,23.382970,23.430054,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,23.646639,23.680000,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,25.178530,25.231393,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,25.944355,25.984698,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,26.569290,26.608503,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,26.933683,26.991068,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,27.606041,27.641428,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,27.781064,27.817408,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,28.189196,28.236530,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,28.649630,28.686206,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,28.880922,28.969136,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,29.604922,29.666241,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,31.503938,31.565938,A*
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,33.604037,33.672009,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,35.325688,35.383495,A
/home/juan/projects/mcr_corpus_analysis/outputs/Blue_monkey/James_Fuller/wav//Ant_Percy_SnakePB_12-13-10_939.wav,35.434478,35.501907,A
