filename,start,end,label
0B.wav,89.494720,89.657509,p
0B.wav,95.408044,95.541485,p
0B.wav,101.500314,101.619820,p
0B.wav,109.643610,109.763669,p
0E.wav,85.369079,85.480534,p
0E.wav,92.661800,92.719197,p
0E.wav,101.240994,101.293888,p
0E.wav,114.158909,114.216399,p
0E.wav,124.504559,124.588595,p
0H.wav,77.609123,77.723207,p
0H.wav,86.675097,86.809206,p
0H.wav,94.700385,94.846845,p
0H.wav,111.803351,111.954553,p
10G.wav,87.714389,87.792627,h
24.wav,245.011341,245.107966,h
73.wav,301.351953,301.532210,p
73.wav,310.152653,310.293350,p
73.wav,321.476298,321.607653,p
73.wav,331.822116,331.922105,p
73.wav,342.571866,342.691444,p
73.wav,352.394795,352.512985,p
73.wav,363.303441,363.413248,p
73.wav,373.820175,373.939755,p
73.wav,392.209897,392.304076,p
7G.wav,41.824192,42.041667,h
7G.wav,42.507779,42.691087,h
7G.wav,42.713269,42.900577,h
7G.wav,42.964039,43.142987,h
7G.wav,43.206816,43.399363,h
7G.wav,43.423515,43.618828,h
7G.wav,43.673792,43.894158,h
7G.wav,43.918996,44.134573,h
7G.wav,44.166684,44.372993,h
7G.wav,44.418453,44.589466,h
7G.wav,44.649991,44.876766,h
7G.wav,44.933231,45.163070,h
7G.wav,45.205231,45.438399,h
7G.wav,45.481727,45.658863,h
7G.wav,45.713264,45.921224,h
7G.wav,46.115247,46.315265,h
7G.wav,46.451512,46.645461,h
7G.wav,52.513677,52.825419,h
7G.wav,52.935629,53.235421,h
7G.wav,53.316390,53.535690,h
7G.wav,53.669954,53.904792,h
7G.wav,53.938527,54.152189,h
7G.wav,54.179903,54.397592,h
7G.wav,54.428078,54.649978,h
7G.wav,54.672853,54.856475,h
7G.wav,54.917628,55.118837,h
7G.wav,55.247270,55.433072,h
7G.wav,55.515736,55.632586,h
7G.wav,55.657897,55.796188,h
7G.wav,55.814487,55.971760,h
7G.wav,56.321954,56.511447,h
7G.wav,56.798352,57.020208,h
7G.wav,58.374917,58.626299,h
7G.wav,59.895651,60.171538,h
7G.wav,75.119368,75.403462,h
7G.wav,79.587548,79.824701,h
7G.wav,79.865898,80.124970,h
7G.wav,80.142996,80.426236,h
7G.wav,80.465876,80.763416,h
7G.wav,80.798609,81.056702,h
7G.wav,81.107740,81.386898,h
7G.wav,81.423980,81.674199,h
7G.wav,81.713979,81.971475,h
7G.wav,82.007674,82.279725,h
7G.wav,82.326813,82.615907,h
7G.wav,82.724622,82.964059,h
7G.wav,83.789023,84.082337,h
7G.wav,101.592375,101.720084,p
7G.wav,119.277969,119.384200,h
7G.wav,125.106120,125.214988,h
7G.wav,127.057525,127.152014,h
7G.wav,139.182766,139.268320,h
7G.wav,140.482367,140.546193,h
A6.wav,66.165935,66.303744,p
A6.wav,72.640997,72.757312,p
A6.wav,78.611521,78.713802,p
A6.wav,84.613331,84.695155,p
A6.wav,90.811981,90.906187,p
A6.wav,97.148407,97.229840,p
A6.wav,105.168918,105.257007,p
A6.wav,112.690690,112.799920,p
A6.wav,120.470726,120.557933,p
A6.wav,128.586462,128.665488,p
A6.wav,136.943705,137.027438,p
A6.wav,146.235580,146.315447,p
A6.wav,155.996087,156.070205,p
A6.wav,168.736229,168.844454,p
A6.wav,176.197719,176.269071,p
A6.wav,191.214661,191.291004,p
A6.wav,199.821362,199.906318,p
DB.wav,100.490410,100.595261,p
DB.wav,105.169141,105.296042,p
DB.wav,109.272493,109.388326,p
DB.wav,113.273750,113.394150,p
DB.wav,117.382515,117.489727,p
DB.wav,122.275729,122.375616,p
DB.wav,126.926939,127.024331,p
DB.wav,142.745320,142.843145,p
DB.wav,148.067730,148.160120,p
DB.wav,153.010136,153.100993,p
DB.wav,158.827507,158.926073,p
DB.wav,165.858729,165.963347,p
DB.wav,170.974501,171.068373,p
DB.wav,183.270742,183.389441,p
DB.wav,192.088490,192.192243,p
DB.wav,201.304308,201.400280,p
DB.wav,214.182054,214.280065,p
DB.wav,225.968758,226.072450,p
DB.wav,236.622453,236.732506,p
DB.wav,272.436223,272.536271,p
E10.wav,49.621126,49.822567,p
E10.wav,53.486699,53.667478,p
E10.wav,56.723604,56.851422,p
E10.wav,59.853983,60.021222,p
E10.wav,63.516292,63.660017,p
E10.wav,66.896203,67.013773,p
E10.wav,70.154503,70.275217,p
E10.wav,73.477508,73.568556,p
E10.wav,77.269354,77.401017,p
E10.wav,81.247811,81.351486,p
E10.wav,84.372028,84.493057,p
E10.wav,88.299654,88.429421,p
E10.wav,91.703333,91.811599,p
E10.wav,95.765984,95.896129,p
E10.wav,99.380912,99.495716,p
E10.wav,103.012303,103.111521,p
E10.wav,108.794385,108.916608,p
E10.wav,115.597028,115.732706,p
E10.wav,122.843205,122.966119,p
E10.wav,128.292167,128.417910,p
E10.wav,134.113892,134.239699,p
E10.wav,140.144543,140.270286,p
E10.wav,144.771358,144.886224,p
E10.wav,149.055987,149.166222,p
E10.wav,155.647554,155.790147,p
E10.wav,162.044798,162.159099,p
E10.wav,172.230545,172.350567,p
E10.wav,179.673760,179.801075,p
E10.wav,187.057037,187.170457,p
E10.wav,196.127588,196.238494,p
E10.wav,213.236982,213.357507,p
E10.wav,224.434046,224.543632,p
EC.wav,118.050588,118.188686,p
EC.wav,125.982581,126.114564,p
EC.wav,137.284598,137.415293,p
EC.wav,153.505633,153.623447,p
FA.wav,108.905016,109.270916,h
FA.wav,110.408732,110.666364,h
FA.wav,110.685192,110.941257,h
FA.wav,110.972739,111.214051,h
FA.wav,111.252986,111.484747,h
FA.wav,111.533209,111.751246,h
FA.wav,111.799714,112.051320,h
FA.wav,112.084815,112.326212,h
FA.wav,112.369751,112.613696,h
FA.wav,112.644874,112.901179,h
FA.wav,112.934913,113.194957,h
FA.wav,113.241565,113.520212,h
FA.wav,122.902378,123.137261,h
FA.wav,123.169503,123.428942,h
FA.wav,123.456964,123.735311,h
FA.wav,123.757802,124.018597,h
FA.wav,124.047616,124.339655,h
FA.wav,124.362116,124.637630,h
FA.wav,124.656430,124.964983,h
FA.wav,125.032668,125.342699,h
FA.wav,131.068870,131.348371,h
FA.wav,131.381996,131.648444,h
FA.wav,131.681228,131.927534,h
FA.wav,131.966810,132.229706,h
FA.wav,132.275975,132.483615,h
FA.wav,132.514843,132.813066,h
FA.wav,132.864005,133.153010,h
FA.wav,133.186972,133.545414,h
H9.wav,169.405935,169.541536,p
H9.wav,175.105025,175.224039,p
H9.wav,180.054043,180.148107,p
H9.wav,184.938708,185.017128,p
H9.wav,189.008713,189.108224,p
H9.wav,193.013374,193.122885,p
H9.wav,199.532562,199.646231,p
H9.wav,205.268879,205.353092,p
H9.wav,210.359754,210.453720,p
H9.wav,215.467911,215.549896,p
H9.wav,228.498861,228.603669,p
H9.wav,234.874348,234.972373,p
H9.wav,239.991330,240.075988,p
H9.wav,247.001132,247.100445,p
H9.wav,260.069942,260.142916,p
H9.wav,271.542264,271.617763,p
H9.wav,279.721653,279.800866,p
H9.wav,292.612404,292.715805,p
H9.wav,306.098257,306.183920,p
HB.wav,62.211777,62.422684,p
